title,description,severity
<IMG> tag ignored in Eclipse Welcome pages when launching the welcome in SWT mode.,<IMG> tag ignored in Eclipse Welcome pages when launching the welcome in SWT mode.,Critical
TableColumn sets image from LabelProvider,TableColumn sets image from LabelProvider,Medium
FilteredItemsSelectionDialog: separator string indents on selection,FilteredItemsSelectionDialog: separator string indents on selection,Medium
[Sync View] Non-Java file in deafult package appears twice,[Sync View] Non-Java file in deafult package appears twice,Medium
[Forms] FormEditor.commitPages() throws ClassCastException,[Forms] FormEditor.commitPages() throws ClassCastException,Medium
SIGSEGV in Printer.getPrinterList,SIGSEGV in Printer.getPrinterList,Medium
NullPointerException in FeatureDownloader,NullPointerException in FeatureDownloader,Medium
Policy URL in preferences doesn't support UTF-8 characters,Policy URL in preferences doesn't support UTF-8 characters,Medium
Search view not focused when opened by Search,Search view not focused when opened by Search,Medium
org.eclipse.core.expressions.propertyTester type should be java,org.eclipse.core.expressions.propertyTester type should be java,Medium
Reopening bug: [Workbench] Main toolbar missing when starting new workspace,Reopening bug: [Workbench] Main toolbar missing when starting new workspace,Medium
Move WorkingSetConfigurationBlock down to platform UI,Move WorkingSetConfigurationBlock down to platform UI,Medium
'encoding' should find 'Content Types' preference page,'encoding' should find 'Content Types' preference page,Low
org.eclipse.sound.feature makes Eclipse unusable if soundcard busy,org.eclipse.sound.feature makes Eclipse unusable if soundcard busy,Medium
"[64] JUnit test crashes: Image constructor(Device,String)","[64] JUnit test crashes: Image constructor(Device,String)",Medium
[TabbedProperties] NullPointerException in TabbedPropertyRegistryFactory,[TabbedProperties] NullPointerException in TabbedPropertyRegistryFactory,Medium
LaunchManager provokes NPEs when *.launch files are on remote EFS locations,LaunchManager provokes NPEs when *.launch files are on remote EFS locations,Medium
WorkbenchAdvisor.eventLoopException() no longer called before workbench fully started,WorkbenchAdvisor.eventLoopException() no longer called before workbench fully started,Medium
[WorkbenchLauncher] WorkbenchAdvisor.eventLoopException() no longer called before workbench fully started,[WorkbenchLauncher] WorkbenchAdvisor.eventLoopException() no longer called before workbench fully started,Medium
[WorkingSets] Selecting 'Other Projects' working set in combo control throws exception in 'New Project' wizard,[WorkingSets] Selecting 'Other Projects' working set in combo control throws exception in 'New Project' wizard,Medium
[Min.Max] Need to be able to change the orientation of a minimized stack,[Min.Max] Need to be able to change the orientation of a minimized stack,Medium
Welcome view sometimes badly laid out,Welcome view sometimes badly laid out,Medium
Korean input text does not display correctly with C4EB,Korean input text does not display correctly with C4EB,Medium
Focus change will make the uncomposed text lost in IME,Focus change will make the uncomposed text lost in IME,Medium
Cannot drag a single character selection in StyledText,Cannot drag a single character selection in StyledText,Low
java.util.ConcurrentModificationException during startup w/'Pydev Package Explorer' view,java.util.ConcurrentModificationException during startup w/'Pydev Package Explorer' view,Medium
ArrayIndexOutOfBoundsException in ColumnViewer,ArrayIndexOutOfBoundsException in ColumnViewer,Medium
ColumnViewerEditor leaks ViewerCell instances.,ColumnViewerEditor leaks ViewerCell instances.,Medium
Cell editors don't activate in TableViewer without SWT.FULL_SELECTION and they used to in 3.1.2,Cell editors don't activate in TableViewer without SWT.FULL_SELECTION and they used to in 3.1.2,High
[Viewers] TableViewer#editElement() doesn't scroll the selected editor into view,[Viewers] TableViewer#editElement() doesn't scroll the selected editor into view,Medium
[Viewers] 3.4 ArrayIndexOutOfBoundsException in ColumnViewer,[Viewers] 3.4 ArrayIndexOutOfBoundsException in ColumnViewer,Medium
[Viewers] 3.4 ColumnViewerEditor leaks ViewerCell instances.,[Viewers] 3.4 ColumnViewerEditor leaks ViewerCell instances.,Medium
IMemento/XMLMemento being extended to add functionality,IMemento/XMLMemento being extended to add functionality,Medium
[CellEditors] 3.4 Cell editors don't activate in TableViewer without SWT.FULL_SELECTION and they used to in 3.1.2,[CellEditors] 3.4 Cell editors don't activate in TableViewer without SWT.FULL_SELECTION and they used to in 3.1.2,Medium
[CommonNavigator] ui.navigator plug-in has wrong version number,[CommonNavigator] ui.navigator plug-in has wrong version number,Medium
[Viewers] 3.4 TableViewer/TreeViewer#editElement() doesn't scroll the selected editor into view,[Viewers] 3.4 TableViewer/TreeViewer#editElement() doesn't scroll the selected editor into view,Medium
FilteredItemsSelectionDialog does not immediately remove last history match,FilteredItemsSelectionDialog does not immediately remove last history match,High
ExpandBar is not high contrast complient. Cannot manually fix this issue.,ExpandBar is not high contrast complient. Cannot manually fix this issue.,Medium
ExpandBar does not scroll properly,ExpandBar does not scroll properly,Medium
computeSize on empty Link widget returns 0 for height,computeSize on empty Link widget returns 0 for height,Medium
Javadoc worng for DefaultPositionUpdater#notDeleted,Javadoc worng for DefaultPositionUpdater#notDeleted,Low
[Webapp] If cookies are disabled buttons in search view do not toggle,[Webapp] If cookies are disabled buttons in search view do not toggle,Medium
transparent proxy ntlm authentication support,transparent proxy ntlm authentication support,Medium
TextContentDescriber.getByteOrder is not properly implemented,TextContentDescriber.getByteOrder is not properly implemented,Medium
Image effect not showing in RTL,Image effect not showing in RTL,Medium
Filter in the problem view doesn't seem to work anymore using I20070724-0800,Filter in the problem view doesn't seem to work anymore using I20070724-0800,High
NPE after closing duplicated compare editor,NPE after closing duplicated compare editor,Low
Eclipse patcher does not require deletions or context lines to be contiguous,Eclipse patcher does not require deletions or context lines to be contiguous,Critical
eclipse will silently fail to launch with invalid colorDefinition value,eclipse will silently fail to launch with invalid colorDefinition value,Low
[History View] NPE while fetching CVS revision history,[History View] NPE while fetching CVS revision history,Medium
Run dialogue: switching between read-only or removed launch configurations.,Run dialogue: switching between read-only or removed launch configurations.,Medium
StyledRange causes final Arabic character to have medial form,StyledRange causes final Arabic character to have medial form,Medium
Incremental find no longer works,Incremental find no longer works,High
Typo in extension point description org.eclipse.ui.menus,Typo in extension point description org.eclipse.ui.menus,Low
Plug-in version number for org.eclipse.swt in 3.3 maintenance,Plug-in version number for org.eclipse.swt in 3.3 maintenance,Medium
Tab traversal order is broken,Tab traversal order is broken,Medium
JobInfo.canceled should be volatile,JobInfo.canceled should be volatile,Medium
Error: Destination directory conflicts with location of workspace root,Error: Destination directory conflicts with location of workspace root,Medium
"TVT33:TCT640: pl: functional: active Edit, Delete buttons","TVT33:TCT640: pl: functional: active Edit, Delete buttons",Low
AdapterManager fails to find correct IAdapterFactory if the IAdapterFactory implementation class loader cannot load the class returned by the getAdapterList() method,AdapterManager fails to find correct IAdapterFactory if the IAdapterFactory implementation class loader cannot load the class returned by the getAdapterList() method,Medium
Fix Copyrights... shows confusing dialog,Fix Copyrights... shows confusing dialog,Medium
Presence of tweaklets during test runs causes grief,Presence of tweaklets during test runs causes grief,Medium
Test failure for Bug2012002TableViewerTest#testBug201002 in M20070905-1045,Test failure for Bug2012002TableViewerTest#testBug201002 in M20070905-1045,Medium
[Viewers] ColumnViewer leaks ViewerCell (and model elements),[Viewers] ColumnViewer leaks ViewerCell (and model elements),Medium
"[performance] Long lines take too long to display when ""Show Whitespace Characters"" is enabled.","[performance] Long lines take too long to display when ""Show Whitespace Characters"" is enabled.",Medium
[Forms] Investigate resource sharing for section header gradients,[Forms] Investigate resource sharing for section header gradients,Medium
[Webapp] Warnings in Firefox Error Console on lauching the help system,[Webapp] Warnings in Firefox Error Console on lauching the help system,Low
[DataBinding] ButtonObservableValue fires change events when value hasn't changed,[DataBinding] ButtonObservableValue fires change events when value hasn't changed,Medium
